,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc13604,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,0.03,6
Doc13605,0.03,0.03,0.53,0.03,0.27,0.03,0.03,0.03,0.03,0.03,2
Doc13606,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,5
Doc13607,0.01,0.01,0.01,0.54,0.2,0.01,0.01,0.01,0.16,0.01,3
Doc13608,0.27,0.28,0.03,0.03,0.03,0.03,0.03,0.03,0.28,0.03,1
Doc13609,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.22,0.42,9
Doc13610,0.03,0.03,0.03,0.03,0.28,0.27,0.03,0.28,0.03,0.03,4
Doc13611,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,6
Doc13612,0.02,0.18,0.21,0.02,0.32,0.02,0.18,0.02,0.02,0.02,4
Doc13613,0.16,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.18,4
Doc13614,0.03,0.03,0.03,0.03,0.27,0.03,0.27,0.03,0.28,0.03,8
Doc13615,0.02,0.02,0.22,0.02,0.22,0.22,0.02,0.02,0.22,0.02,2
Doc13616,0.02,0.22,0.02,0.02,0.02,0.02,0.42,0.22,0.02,0.02,6
Doc13617,0.01,0.26,0.01,0.16,0.01,0.01,0.22,0.01,0.14,0.16,1
Doc13618,0.02,0.02,0.02,0.02,0.4,0.02,0.02,0.22,0.02,0.24,4
Doc13619,0.11,0.49,0.11,0.01,0.22,0.01,0.01,0.01,0.01,0.01,1
Doc13620,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.28,0.01,0.01,6
Doc13621,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0
Doc13622,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc13623,0.18,0.18,0.02,0.02,0.18,0.02,0.18,0.02,0.02,0.18,0
Doc13624,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,8
Doc13625,0.22,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.22,2
Doc13626,0.27,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc13627,0.15,0.01,0.08,0.15,0.01,0.08,0.24,0.01,0.08,0.21,6
Doc13628,0.01,0.01,0.18,0.18,0.01,0.01,0.26,0.01,0.3,0.01,8
Doc13629,0.02,0.02,0.27,0.28,0.02,0.02,0.02,0.02,0.02,0.31,9
Doc13630,0.01,0.01,0.01,0.16,0.01,0.16,0.44,0.01,0.16,0.01,6
Doc13631,0.01,0.01,0.01,0.01,0.13,0.12,0.01,0.01,0.31,0.38,9
Doc13632,0.26,0.23,0.12,0.01,0.01,0.12,0.2,0.01,0.01,0.01,0
Doc13633,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,7
Doc13634,0.09,0.17,0.11,0.01,0.2,0.01,0.01,0.28,0.01,0.1,7
Doc13635,0.01,0.01,0.25,0.13,0.01,0.01,0.3,0.13,0.01,0.13,6
Doc13636,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.22,0.22,5
Doc13637,0.16,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.3,6
Doc13638,0.18,0.02,0.02,0.52,0.02,0.02,0.02,0.18,0.02,0.02,3
Doc13639,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc13640,0.01,0.14,0.25,0.01,0.01,0.01,0.01,0.08,0.01,0.49,9
Doc13641,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,6
Doc13642,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc13643,0.35,0.18,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.02,0
Doc13644,0.01,0.16,0.01,0.38,0.22,0.01,0.01,0.01,0.16,0.01,3
Doc13645,0.22,0.02,0.02,0.02,0.02,0.02,0.22,0.22,0.22,0.02,0
Doc13646,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc13647,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,1
Doc13648,0.02,0.35,0.02,0.02,0.02,0.18,0.02,0.35,0.02,0.02,1
Doc13649,0.01,0.01,0.11,0.01,0.01,0.13,0.21,0.19,0.21,0.11,6
Doc13650,0.01,0.34,0.23,0.12,0.12,0.12,0.01,0.01,0.01,0.01,1
Doc13651,0.01,0.3,0.3,0.16,0.01,0.01,0.01,0.16,0.01,0.01,1
Doc13652,0.19,0.01,0.01,0.22,0.35,0.01,0.16,0.01,0.01,0.01,4
Doc13653,0.01,0.24,0.1,0.01,0.01,0.01,0.31,0.01,0.01,0.31,6
Doc13654,0.01,0.01,0.34,0.01,0.19,0.1,0.01,0.1,0.01,0.22,2
Doc13655,0.02,0.29,0.02,0.23,0.02,0.02,0.18,0.02,0.2,0.02,1
Doc13656,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0
Doc13657,0.01,0.01,0.01,0.15,0.16,0.15,0.18,0.01,0.01,0.3,9
Doc13658,0.19,0.01,0.01,0.01,0.01,0.01,0.61,0.13,0.01,0.01,6
Doc13659,0.43,0.01,0.01,0.01,0.01,0.3,0.17,0.01,0.01,0.01,0
Doc13660,0.22,0.02,0.22,0.02,0.02,0.22,0.02,0.22,0.02,0.02,0
Doc13661,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc13662,0.12,0.12,0.12,0.23,0.12,0.12,0.01,0.01,0.12,0.01,3
Doc13663,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.15,0.01,0.45,9
Doc13664,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0
Doc13665,0.01,0.08,0.08,0.09,0.16,0.01,0.1,0.4,0.08,0.01,7
Doc13666,0.01,0.01,0.38,0.01,0.01,0.16,0.01,0.01,0.01,0.36,2
Doc13667,0.14,0.01,0.01,0.01,0.16,0.01,0.37,0.01,0.26,0.01,6
Doc13668,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,4
Doc13669,0.01,0.11,0.01,0.01,0.13,0.01,0.01,0.36,0.11,0.24,7
Doc13670,0.3,0.01,0.01,0.16,0.01,0.16,0.16,0.16,0.01,0.01,0
Doc13671,0.02,0.02,0.18,0.02,0.02,0.18,0.02,0.02,0.18,0.35,9
Doc13672,0.44,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.16,0.16,0
Doc13673,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,7
Doc13674,0.18,0.02,0.02,0.18,0.33,0.02,0.02,0.02,0.02,0.2,4
Doc13675,0.02,0.42,0.02,0.02,0.02,0.02,0.45,0.02,0.02,0.02,6
Doc13676,0.01,0.16,0.01,0.01,0.21,0.19,0.01,0.21,0.16,0.01,4
Doc13677,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc13678,0.01,0.15,0.01,0.12,0.01,0.01,0.32,0.01,0.23,0.12,6
Doc13679,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc13680,0.03,0.03,0.03,0.03,0.5,0.03,0.03,0.03,0.03,0.3,4
Doc13681,0.01,0.1,0.01,0.11,0.01,0.21,0.01,0.33,0.1,0.11,7
Doc13682,0.01,0.01,0.01,0.3,0.3,0.01,0.01,0.3,0.01,0.01,3
Doc13683,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc13684,0.01,0.12,0.01,0.01,0.26,0.01,0.54,0.01,0.01,0.01,6
Doc13685,0.22,0.02,0.29,0.02,0.02,0.02,0.02,0.02,0.02,0.35,9
Doc13686,0.02,0.02,0.02,0.02,0.02,0.31,0.02,0.02,0.22,0.33,9
Doc13687,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,2
Doc13688,0.01,0.13,0.07,0.13,0.2,0.01,0.17,0.19,0.01,0.09,4
Doc13689,0.01,0.01,0.01,0.01,0.25,0.23,0.01,0.12,0.01,0.35,9
Doc13690,0.11,0.01,0.01,0.32,0.01,0.12,0.18,0.12,0.11,0.01,3
Doc13691,0.14,0.01,0.14,0.01,0.14,0.14,0.01,0.01,0.26,0.14,8
Doc13692,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc13693,0.18,0.02,0.18,0.02,0.02,0.02,0.18,0.18,0.18,0.02,0
Doc13694,0.03,0.03,0.4,0.03,0.4,0.03,0.03,0.03,0.03,0.03,2
Doc13695,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
Doc13696,0.01,0.01,0.01,0.01,0.01,0.15,0.39,0.01,0.14,0.25,6
Doc13697,0.01,0.14,0.01,0.26,0.14,0.01,0.14,0.14,0.01,0.14,3
Doc13698,0.16,0.01,0.35,0.01,0.25,0.01,0.16,0.01,0.01,0.01,2
Doc13699,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.52,9
Doc13700,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc13701,0.02,0.02,0.02,0.22,0.22,0.22,0.22,0.02,0.02,0.02,3
Doc13702,0.22,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.42,9
Doc13703,0.01,0.01,0.01,0.14,0.46,0.01,0.32,0.01,0.01,0.01,4
Doc13704,0.01,0.01,0.01,0.01,0.37,0.35,0.01,0.18,0.01,0.01,4
Doc13705,0.01,0.09,0.1,0.19,0.1,0.01,0.12,0.19,0.01,0.18,3
Doc13706,0.01,0.18,0.18,0.18,0.09,0.09,0.09,0.01,0.09,0.09,1
Doc13707,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
Doc13708,0.03,0.03,0.52,0.27,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc13709,0.24,0.02,0.21,0.02,0.02,0.24,0.02,0.02,0.21,0.02,0
Doc13710,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,4
Doc13711,0.26,0.01,0.14,0.01,0.15,0.01,0.01,0.01,0.14,0.25,0
Doc13712,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.44,0.16,0.01,7
Doc13713,0.1,0.01,0.1,0.19,0.01,0.01,0.22,0.1,0.25,0.01,8
Doc13714,0.03,0.03,0.32,0.03,0.03,0.03,0.48,0.03,0.03,0.03,6
Doc13715,0.03,0.03,0.32,0.03,0.03,0.03,0.48,0.03,0.03,0.03,6
Doc13716,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc13717,0.03,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.28,0.28,8
Doc13718,0.16,0.16,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.3,6
Doc13719,0.01,0.14,0.3,0.01,0.01,0.01,0.2,0.16,0.14,0.01,2
Doc13720,0.25,0.09,0.2,0.01,0.01,0.09,0.09,0.15,0.01,0.1,0
Doc13721,0.39,0.02,0.02,0.45,0.02,0.02,0.02,0.02,0.02,0.02,3
Doc13722,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.44,9
Doc13723,0.03,0.28,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.28,1
Doc13724,0.01,0.01,0.01,0.01,0.2,0.18,0.01,0.01,0.16,0.38,9
Doc13725,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.26,0.26,0.14,4
Doc13726,0.02,0.02,0.25,0.02,0.02,0.02,0.35,0.27,0.02,0.02,6
Doc13727,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
Doc13728,0.01,0.01,0.01,0.01,0.17,0.01,0.54,0.01,0.01,0.19,6
Doc13729,0.01,0.01,0.35,0.18,0.01,0.37,0.01,0.01,0.01,0.01,5
Doc13730,0.01,0.14,0.14,0.39,0.01,0.01,0.01,0.01,0.26,0.01,3
Doc13731,0.02,0.02,0.02,0.02,0.22,0.42,0.02,0.22,0.02,0.02,5
Doc13732,0.02,0.02,0.02,0.02,0.27,0.25,0.34,0.02,0.02,0.02,6
Doc13733,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.3,0.01,5
Doc13734,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.64,9
Doc13735,0.56,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.28,0
Doc13736,0.01,0.01,0.14,0.01,0.01,0.14,0.01,0.14,0.26,0.26,8
Doc13737,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,7
Doc13738,0.03,0.03,0.03,0.03,0.03,0.03,0.46,0.34,0.03,0.03,6
Doc13739,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,1
Doc13740,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc13741,0.01,0.19,0.42,0.22,0.01,0.01,0.01,0.11,0.01,0.01,2
Doc13742,0.2,0.5,0.02,0.02,0.02,0.02,0.18,0.02,0.02,0.02,1
Doc13743,0.01,0.16,0.01,0.16,0.3,0.16,0.16,0.01,0.01,0.01,4
Doc13744,0.02,0.02,0.02,0.02,0.21,0.02,0.47,0.2,0.02,0.02,6
Doc13745,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,7
Doc13746,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc13747,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,7
Doc13748,0.03,0.52,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.03,1
Doc13749,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc13750,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,1
Doc13751,0.17,0.21,0.25,0.01,0.09,0.09,0.01,0.16,0.01,0.01,2
Doc13752,0.14,0.01,0.15,0.01,0.01,0.3,0.19,0.01,0.01,0.16,5
Doc13753,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.18,0.18,0.18,5
Doc13754,0.01,0.16,0.18,0.19,0.01,0.19,0.01,0.01,0.01,0.2,9
Doc13755,0.02,0.02,0.21,0.32,0.02,0.02,0.18,0.18,0.02,0.02,3
Doc13756,0.03,0.03,0.03,0.03,0.03,0.38,0.03,0.03,0.03,0.42,9
Doc13757,0.01,0.31,0.1,0.01,0.19,0.09,0.01,0.19,0.08,0.01,1
Doc13758,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc13759,0.03,0.03,0.03,0.03,0.33,0.03,0.03,0.03,0.03,0.47,9
Doc13760,0.19,0.01,0.01,0.22,0.01,0.01,0.01,0.16,0.17,0.2,3
Doc13761,0.02,0.3,0.02,0.02,0.02,0.02,0.27,0.3,0.02,0.02,1
Doc13762,0.18,0.26,0.01,0.01,0.17,0.01,0.01,0.16,0.17,0.01,1
Doc13763,0.02,0.02,0.02,0.02,0.18,0.18,0.18,0.02,0.02,0.35,9
Doc13764,0.11,0.01,0.01,0.31,0.01,0.21,0.21,0.01,0.11,0.01,3
Doc13765,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.27,0.03,2
Doc13766,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,4
Doc13767,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc13768,0.01,0.3,0.3,0.01,0.16,0.16,0.01,0.01,0.01,0.01,1
Doc13769,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.02,0.68,9
Doc13770,0.14,0.26,0.01,0.17,0.01,0.01,0.01,0.19,0.01,0.18,1
Doc13771,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,7
Doc13772,0.02,0.02,0.02,0.26,0.2,0.02,0.02,0.02,0.2,0.24,3
Doc13773,0.25,0.01,0.01,0.14,0.14,0.14,0.15,0.01,0.01,0.14,0
Doc13774,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.27,3
Doc13775,0.03,0.03,0.03,0.03,0.03,0.38,0.03,0.42,0.03,0.03,7
Doc13776,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0
Doc13777,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,4
Doc13778,0.02,0.02,0.22,0.02,0.22,0.02,0.02,0.02,0.22,0.22,2
Doc13779,0.27,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.28,0.03,8
Doc13780,0.02,0.02,0.02,0.02,0.22,0.42,0.02,0.02,0.22,0.02,5
Doc13781,0.14,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.39,0.26,8
Doc13782,0.22,0.02,0.02,0.02,0.02,0.22,0.02,0.42,0.02,0.02,7
Doc13783,0.01,0.44,0.2,0.01,0.01,0.01,0.01,0.25,0.01,0.01,1
Doc13784,0.03,0.03,0.36,0.03,0.03,0.03,0.03,0.03,0.03,0.44,9
Doc13785,0.22,0.42,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.02,1
Doc13786,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.12,0.34,2
Doc13787,0.01,0.39,0.26,0.01,0.01,0.14,0.01,0.14,0.01,0.01,1
Doc13788,0.26,0.01,0.01,0.01,0.39,0.01,0.14,0.14,0.01,0.01,4
Doc13789,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc13790,0.01,0.12,0.01,0.13,0.14,0.27,0.01,0.28,0.01,0.01,7
Doc13791,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,9
Doc13792,0.12,0.12,0.01,0.12,0.01,0.01,0.12,0.12,0.12,0.23,9
Doc13793,0.1,0.01,0.01,0.23,0.22,0.21,0.01,0.01,0.1,0.11,3
Doc13794,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.32,0.02,0.32,7
Doc13795,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc13796,0.02,0.02,0.35,0.18,0.18,0.18,0.02,0.02,0.02,0.02,2
Doc13797,0.02,0.35,0.35,0.02,0.02,0.02,0.02,0.18,0.02,0.02,1
Doc13798,0.01,0.01,0.12,0.12,0.01,0.01,0.34,0.12,0.12,0.12,6
Doc13799,0.01,0.01,0.01,0.01,0.24,0.12,0.26,0.01,0.21,0.12,6
Doc13800,0.3,0.16,0.01,0.3,0.01,0.01,0.01,0.01,0.16,0.01,0
Doc13801,0.01,0.01,0.01,0.1,0.1,0.37,0.19,0.01,0.01,0.19,5
Doc13802,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0
Doc13803,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.28,0.03,0.03,4
Doc13804,0.01,0.01,0.34,0.11,0.01,0.01,0.15,0.11,0.01,0.24,2
Doc13805,0.12,0.01,0.24,0.01,0.01,0.01,0.13,0.01,0.01,0.44,9
Doc13806,0.15,0.2,0.01,0.01,0.43,0.01,0.01,0.01,0.15,0.01,4
Doc13807,0.22,0.22,0.02,0.22,0.02,0.02,0.02,0.02,0.22,0.02,0
Doc13808,0.01,0.21,0.01,0.11,0.21,0.11,0.31,0.01,0.01,0.01,6
Doc13809,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc13810,0.01,0.34,0.01,0.12,0.12,0.01,0.01,0.01,0.34,0.01,1
Doc13811,0.14,0.01,0.14,0.01,0.01,0.14,0.01,0.39,0.01,0.14,7
Doc13812,0.12,0.17,0.01,0.13,0.14,0.01,0.38,0.01,0.01,0.01,6
Doc13813,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,2
Doc13814,0.27,0.03,0.28,0.03,0.03,0.03,0.28,0.03,0.03,0.03,2
Doc13815,0.01,0.01,0.01,0.13,0.14,0.26,0.01,0.14,0.01,0.27,9
Doc13816,0.01,0.16,0.22,0.08,0.01,0.08,0.16,0.08,0.08,0.1,2
Doc13817,0.16,0.01,0.01,0.01,0.43,0.01,0.01,0.16,0.01,0.17,4
Doc13818,0.35,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,4
Doc13819,0.16,0.01,0.01,0.01,0.01,0.56,0.01,0.18,0.01,0.01,5
Doc13820,0.03,0.27,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,6
Doc13821,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc13822,0.1,0.27,0.01,0.01,0.28,0.01,0.1,0.1,0.01,0.11,4
Doc13823,0.03,0.27,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,6
Doc13824,0.24,0.22,0.02,0.02,0.02,0.02,0.4,0.02,0.02,0.02,6
Doc13825,0.02,0.02,0.02,0.2,0.02,0.2,0.48,0.02,0.02,0.02,6
Doc13826,0.01,0.01,0.14,0.14,0.14,0.14,0.01,0.26,0.14,0.01,7
Doc13827,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,4
Doc13828,0.02,0.02,0.62,0.02,0.02,0.02,0.22,0.02,0.02,0.02,2
Doc13829,0.01,0.16,0.01,0.01,0.16,0.01,0.01,0.01,0.59,0.01,8
Doc13830,0.08,0.11,0.08,0.08,0.01,0.14,0.2,0.01,0.08,0.21,9
Doc13831,0.02,0.29,0.55,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
Doc13832,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc13833,0.01,0.16,0.09,0.18,0.09,0.18,0.09,0.09,0.01,0.1,3
Doc13834,0.16,0.16,0.01,0.01,0.16,0.01,0.01,0.3,0.01,0.16,7
Doc13835,0.02,0.36,0.02,0.28,0.02,0.02,0.22,0.02,0.02,0.02,1
Doc13836,0.07,0.14,0.08,0.01,0.33,0.14,0.01,0.01,0.01,0.22,4
Doc13837,0.35,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,9
Doc13838,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.64,9
Doc13839,0.12,0.12,0.01,0.01,0.34,0.01,0.01,0.01,0.12,0.23,4
Doc13840,0.02,0.02,0.27,0.02,0.35,0.26,0.02,0.02,0.02,0.02,4
Doc13841,0.22,0.22,0.22,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0
Doc13842,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.32,0.48,9
Doc13843,0.02,0.02,0.24,0.02,0.6,0.02,0.02,0.02,0.02,0.02,4
Doc13844,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc13845,0.01,0.19,0.15,0.01,0.42,0.17,0.01,0.01,0.01,0.01,4
Doc13846,0.01,0.1,0.01,0.2,0.11,0.1,0.36,0.1,0.01,0.01,6
Doc13847,0.22,0.02,0.02,0.02,0.22,0.42,0.02,0.02,0.02,0.02,5
Doc13848,0.01,0.3,0.01,0.01,0.01,0.3,0.01,0.01,0.3,0.01,1
Doc13849,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc13850,0.03,0.03,0.27,0.03,0.27,0.03,0.03,0.03,0.28,0.03,8
Doc13851,0.01,0.14,0.01,0.01,0.16,0.01,0.19,0.01,0.14,0.31,9
Doc13852,0.28,0.27,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0
Doc13853,0.16,0.01,0.3,0.01,0.01,0.16,0.16,0.01,0.16,0.01,2
Doc13854,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.22,0.22,0.02,4
Doc13855,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc13856,0.01,0.01,0.01,0.01,0.12,0.23,0.12,0.46,0.01,0.01,7
Doc13857,0.03,0.03,0.52,0.03,0.03,0.27,0.03,0.03,0.03,0.03,2
Doc13858,0.42,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.22,0.02,0
Doc13859,0.18,0.02,0.02,0.18,0.18,0.02,0.18,0.02,0.02,0.18,0
Doc13860,0.01,0.01,0.3,0.01,0.44,0.01,0.16,0.01,0.01,0.01,4
Doc13861,0.44,0.01,0.01,0.01,0.09,0.01,0.01,0.08,0.17,0.18,0
Doc13862,0.02,0.02,0.52,0.02,0.02,0.02,0.18,0.02,0.18,0.02,2
Doc13863,0.18,0.02,0.35,0.02,0.18,0.18,0.02,0.02,0.02,0.02,2
Doc13864,0.18,0.23,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.24,9
Doc13865,0.53,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0
Doc13866,0.03,0.03,0.03,0.03,0.03,0.03,0.46,0.34,0.03,0.03,6
Doc13867,0.02,0.22,0.02,0.02,0.02,0.42,0.02,0.02,0.22,0.02,5
Doc13868,0.18,0.02,0.02,0.35,0.35,0.02,0.02,0.02,0.02,0.02,3
Doc13869,0.02,0.22,0.25,0.02,0.02,0.02,0.39,0.02,0.02,0.02,6
Doc13870,0.03,0.03,0.03,0.03,0.35,0.03,0.45,0.03,0.03,0.03,6
Doc13871,0.45,0.02,0.21,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0
Doc13872,0.18,0.02,0.02,0.02,0.02,0.02,0.35,0.18,0.02,0.18,6
Doc13873,0.11,0.01,0.11,0.01,0.21,0.11,0.11,0.21,0.01,0.11,4
Doc13874,0.14,0.26,0.33,0.01,0.2,0.01,0.01,0.01,0.01,0.01,2
Doc13875,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc13876,0.12,0.34,0.01,0.12,0.01,0.01,0.01,0.01,0.23,0.12,1
Doc13877,0.02,0.02,0.45,0.02,0.02,0.02,0.02,0.02,0.18,0.25,2
Doc13878,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc13879,0.01,0.01,0.01,0.01,0.14,0.14,0.34,0.21,0.07,0.07,6
Doc13880,0.02,0.02,0.23,0.24,0.02,0.25,0.02,0.02,0.18,0.02,5
Doc13881,0.16,0.01,0.01,0.19,0.01,0.2,0.37,0.01,0.01,0.01,6
Doc13882,0.01,0.01,0.01,0.14,0.14,0.01,0.16,0.01,0.01,0.49,9
Doc13883,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.28,0.03,0.27,7
Doc13884,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc13885,0.17,0.22,0.01,0.32,0.01,0.01,0.19,0.01,0.01,0.01,3
Doc13886,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.68,9
Doc13887,0.44,0.01,0.01,0.14,0.12,0.01,0.01,0.01,0.12,0.12,0
Doc13888,0.21,0.2,0.02,0.02,0.02,0.02,0.02,0.18,0.02,0.3,9
Doc13889,0.03,0.03,0.03,0.03,0.27,0.28,0.28,0.03,0.03,0.03,5
Doc13890,0.01,0.3,0.13,0.01,0.01,0.13,0.01,0.01,0.13,0.26,1
Doc13891,0.13,0.19,0.01,0.01,0.28,0.01,0.13,0.01,0.1,0.13,4
Doc13892,0.02,0.18,0.02,0.18,0.18,0.18,0.18,0.02,0.02,0.02,1
Doc13893,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.42,0.02,6
